CME,[717,771,315,78,466,478,365,132]
CMS,[479,737,317,533,268,821,577,214]
COH,[742,403,360,288,302,140,981,943]
KO,[476,992,936,537,72,313,234,763]
CTSH,[577,285,549,415,541,846,668,842]
CL,[183,84,505,537,983,3,992,877]
CMCSA,[8,756,739,700,532,362,591,223]
CMA,[270,994,145,867,203,13,270,53]
CAG,[20,708,798,761,643,63,837,548]
CXO,[952,992,738,398,709,540,356,769]
COP,[958,351,222,273,924,785,127,243]
ED,[832,386,709,270,113,70,600,807]
STZ,[931,766,300,489,919,910,821,633]
COO,[841,847,100,744,220,399,73,740]
GLW,[530,489,408,928,622,283,3,938]
COST,[791,141,745,802,267,979,113,691]
COTY,[177,93,479,141,452,671,568,18]
CCI,[7,194,395,452,689,728,554,159]
CSRA,[865,172,416,222,277,710,955,557]
CSX,[136,950,428,160,460,87,417,249]
CMI,[247,726,212,645,744,228,200,844]
CVS,[83,156,649,441,138,78,105,858]
DHI,[483,661,606,275,641,357,531,478]
DHR,[823,229,655,488,8,338,976,946]
DRI,[418,759,897,898,490,337,599,314]
DVA,[806,704,528,300,641,419,103,129]
DE,[948,869,648,561,90,592,421,102]
DLPH,[737,292,810,570,182,949,579,123]
DAL,[765,671,579,855,78,309,78,478]
XRAY,[179,105,451,746,219,494,606,819]
DVN,[315,858,563,878,722,549,120,73]
DLR,[35,563,276,70,744,47,832,921]
DFS,[55,713,385,764,134,554,75,967]
DISCA,[137,731,748,204,24,240,67,210]
DISCK,[750,928,727,521,956,245,306,269]
DISH,[647,233,983,831,228,944,135,571]
DG,[955,831,366,323,428,513,41,33]
DLTR,[89,435,869,378,491,85,438,968]
D,[158,44,614,765,552,634,296,25]
DOV,[589,856,614,732,574,287,768,800]
DOW,[74,945,115,900,192,706,422,292]
DPS,[105,438,175,340,53,905,181,795]
DTE,[804,825,25,743,566,724,270,946]
DD,[825,400,861,830,560,713,197,909]
DUK,[937,508,916,331,679,621,731,895]
DXC,[117,948,577,873,388,154,40,233]
ETFC,[145,518,402,555,955,373,657,236]
EMN,[334,791,720,781,192,425,152,460]
ETN,[250,6,3,895,871,603,567,437]
EBAY,[802,827,288,803,881,47,897,163]
ECL,[298,680,957,40,83,914,776,817]
EIX,[629,259,370,664,62,644,887,606]
EW,[783,3,671,89,835,848,254,434]
EA,[748,648,578,717,875,935,228,962]
EMR,[747,639,767,982,161,647,394,317]
ETR,[877,468,964,962,961,942,784,667]
EVHC,[732,853,123,880,448,731,701,497]
EOG,[942,123,257,29,35,275,229,593]
EQT,[73,291,555,812,638,875,12,771]
EFX,[696,104,386,154,887,453,937,98]
EQIX,[230,858,123,413,108,789,355,714]
EQR,[362,780,768,567,124,339,712,603]
ESS,[467,690,110,68,438,602,374,868]
EL,[193,953,594,692,617,401,449,441]
ES,[721,203,516,562,220,464,77,742]
EXC,[196,850,17,17,592,123,256,954]
EXPE,[36,402,966,301,286,117,736,424]
EXPD,[132,922,480,114,434,408,457,531]
ESRX,[687,259,376,524,489,292,729,273]
EXR,[679,796,660,743,253,791,389,442]
XOM,[525,813,459,603,348,399,73,754]
FFIV,[763,498,247,739,929,744,874,254]
FB,[712,317,922,311,387,883,435,53]
FAST,[21,672,214,678,116,697,590,393]
FRT,[564,315,193,559,103,127,233,329]
FDX,[695,592,571,290,615,59,581,712]
FIS,[543,824,718,285,465,80,510,823]
FITB,[108,183,713,664,915,402,121,167]
FE,[29,286,551,552,491,629,631,922]
FISV,[675,865,552,284,884,272,292,440]
FLIR,[147,65,639,139,522,824,209,65]
FLS,[241,543,188,282,402,538,85,746]
FLR,[894,567,403,642,193,131,459,764]
FMC,[340,371,100,31,301,472,407,279]
FL,[643,284,228,316,763,727,965,18]
F,[938,169,809,117,976,408,675,402]
FTV,[12,844,103,654,952,489,78,570]
FBHS,[466,99,119,586,898,218,150,603]
BEN,[80,35,696,470,13,83,821,285]
FCX,[351,466,918,814,559,278,133,952]
GPS,[976,8,253,473,956,67,827,249]
GRMN,[171,549,611,759,255,66,136,596]
IT,[57,720,879,871,436,338,203,852]
GD,[417,747,367,592,563,560,256,400]
GE,[821,411,148,759,653,393,307,242]
GGP,[543,558,922,360,559,478,181,779]
GIS,[629,423,40,180,867,43,74,131]
GM,[496,961,322,594,249,66,32,894]
GPC,[210,348,744,748,413,767,396,230]
GILD,[862,771,479,938,225,617,771,44]
GPN,[235,530,551,450,382,351,935,586]
GS,[57,635,143,41,177,121,241,491]
GT,[244,869,23,209,294,34,377,681]
GWW,[518,850,969,114,362,137,208,246]
HAL,[190,215,529,982,971,733,117,544]
HBI,[937,749,843,521,832,62,323,854]
HOG,[36,142,535,919,985,494,106,42]
HRS,[396,9,436,438,47,734,710,997]
HIG,[502,540,307,343,282,229,85,190]
HAS,[602,812,459,468,638,628,555,702]
HCA,[742,822,483,934,90,362,366,536]
HCP,[157,760,556,519,540,598,301,311]
HP,[624,936,176,120,416,580,148,74]
HSIC,[689,155,515,86,267,934,599,921]
HSY,[234,913,506,971,417,782,188,634]
HES,[622,246,51,371,579,705,580,516]
HPE,[763,947,53,961,57,423,301,91]
HOLX,[168,245,557,471,959,77,909,944]
HD,[181,869,577,29,425,90,814,598]
HON,[828,637,204,34,379,124,844,623]
HRL,[379,234,674,282,869,272,762,222]
HST,[330,34,649,288,784,300,932,167]
HPQ,[760,76,609,496,579,40,408,611]
HUM,[149,315,155,579,878,140,507,897]
HBAN,[385,558,600,766,226,215,49,250]
IDXX,[803,377,829,601,895,137,936,841]
ITW,[532,384,252,40,19,161,538,395]
ILMN,[281,210,411,716,479,877,775,79]
IR,[906,258,984,460,549,3,435,347]
INTC,[578,638,503,26,659,994,960,81]
ICE,[113,90,533,698,174,479,653,401]
IBM,[973,216,578,732,409,465,245,845]
INCY,[585,570,999,48,595,795,618,627]
IP,[755,35,244,874,809,837,997,154]
IPG,[596,54,375,826,33,451,106,59]
IFF,[319,750,849,700,722,453,637,52]
INTU,[425,289,261,502,893,941,818,934]
ISRG,[77,35,970,359,277,791,571,827]
IVZ,[146,384,124,429,169,681,622,614]
IRM,[936,810,276,142,210,656,664,35]
JEC,[827,862,920,685,713,66,858,630]
JBHT,[123,98,299,756,924,701,816,506]
SJM,[83,106,60,842,244,407,216,917]
JNJ,[780,369,458,383,215,986,615,136]
JCI,[811,972,13,207,474,598,48,150]
JPM,[952,748,999,356,852,565,688,932]
JNPR,[945,91,90,638,888,586,564,25]
KSU,[617,56,682,378,558,297,193,760]
K,[648,976,685,517,189,680,580,545]
KEY,[995,563,722,15,772,472,546,339]
KMB,[982,541,630,232,981,906,515,324]
KIM,[232,179,842,657,274,13,24,481]
KMI,[314,682,914,783,2,873,982,289]
KLAC,[403,98,556,30,661,940,74,312]
KSS,[208,103,692,160,455,863,76,11]
KHC,[283,696,485,326,660,416,604,286]
KR,[72,818,559,444,533,232,467,362]
LB,[525,650,192,718,413,925,984,448]
LLL,[901,301,800,221,447,46,605,405]
LH,[464,935,571,285,780,697,161,346]
LRCX,[714,134,711,372,968,309,632,704]
LEG,[239,984,287,864,826,893,812,647]
LEN,[518,908,449,822,614,147,279,912]
LVLT,[911,608,779,440,598,450,950,515]
LUK,[266,750,13,222,78,708,595,602]
LLY,[672,199,531,264,736,734,455,344]
LNC,[367,956,953,889,121,247,307,305]
LKQ,[546,20,180,841,917,697,424,120]
LMT,[86,568,763,755,217,632,326,972]
L,[508,346,45,275,736,399,67,850]
LOW,[458,265,221,629,896,132,997,729]
LYB,[937,772,836,233,135,607,166,60]
MTB,[169,239,787,269,866,160,188,397]
MAC,[896,648,800,384,819,626,955,295]
M,[405,686,511,405,473,463,462,836]
MNK,[681,850,175,934,147,791,170,116]
MRO,[541,200,658,211,340,374,510,713]
MPC,[146,914,3,269,164,920,882,617]
MAR,[903,679,537,90,7,400,780,522]
MMC,[867,402,496,735,996,213,131,665]
MLM,[3,256,932,464,708,835,338,342]
MAS,[646,906,98,403,67,91,139,750]
MA,[443,782,345,76,794,441,320,945]
MAT,[688,941,714,707,859,37,808,616]
MKC,[683,742,462,118,105,951,179,297]
MCD,[880,74,921,755,120,592,756,655]
MCK,[880,505,936,799,714,543,813,562]
MJN,[981,788,86,716,80,762,730,550]
MDT,[486,339,77,928,215,132,467,860]
MRK,[72,415,214,586,207,849,814,331]
MET,[196,47,127,983,830,873,782,587]
MTD,[491,489,162,675,622,713,613,232]
KORS,[422,805,46,762,516,777,427,824]
MCHP,[397,60,775,857,466,568,441,709]
MU,[387,59,194,819,222,681,241,2]
MSFT,[790,336,608,804,674,232,270,963]
MAA,[555,312,627,138,40,852,301,527]
MHK,[148,260,488,565,288,626,122,403]
TAP,[257,487,54,578,239,783,424,946]
MDLZ,[443,880,881,239,787,305,513,815]
MON,[198,101,887,939,165,374,820,443]
MNST,[624,465,345,786,595,918,264,322]
MCO,[836,186,890,554,777,646,279,708]
MS,[960,924,831,842,212,803,993,820]
MOS,[594,839,808,897,818,699,39,32]
MSI,[754,776,328,904,923,599,378,870]
MUR,[607,43,326,147,252,97,338,752]
MYL,[995,297,106,401,902,343,12,424]
NDAQ,[310,20,394,348,158,786,618,203]
NOV,[999,786,237,814,913,490,671,712]
NAVI,[331,97,846,501,613,648,538,987]
NTAP,[809,628,481,993,620,243,352,253]
NFLX,[901,870,586,778,48,44,529,19]
NWL,[27,503,795,310,258,550,869,983]
NFX,[311,105,955,787,148,340,596,253]
NEM,[895,659,393,771,968,399,394,463]
NWSA,[637,196,553,185,971,759,971,644]
NWS,[871,892,696,176,260,277,97,485]
NEE,[919,323,112,761,958,48,929,74]
NLSN,[766,374,419,829,449,747,656,72]
NKE,[415,294,153,595,641,87,313,758]
NI,[725,132,772,742,197,433,85,611]
NBL,[75,418,633,273,917,563,149,270]
JWN,[265,926,675,11,562,651,610,129]
NSC,[296,96,773,805,611,440,181,557]
NTRS,[812,546,124,28,932,837,152,901]
NOC,[932,860,750,683,553,175,759,289]
NRG,[544,977,594,784,120,850,402,753]
NUE,[971,10,519,288,69,515,377,884]
NVDA,[980,7,550,987,139,803,821,227]
ORLY,[824,319,56,105,116,447,895,354]
OXY,[738,820,479,681,689,845,663,602]
OMC,[696,923,440,499,620,846,452,825]
OKE,[740,571,367,767,670,121,441,839]
ORCL,[227,826,809,901,194,6,870,123]
PCAR,[827,286,666,529,366,18,472,237]
PH,[815,311,946,416,518,562,253,958]
PDCO,[322,545,626,131,105,331,142,923]
PAYX,[605,930,416,143,124,377,903,461]
PYPL,[135,813,331,258,72,398,551,121]
PNR,[278,746,786,727,70,235,88,850]
PBCT,[443,104,987,313,228,310,167,616]
PEP,[127,314,709,858,581,306,545,762]
PKI,[91,346,951,250,171,763,285,555]
PRGO,[700,992,457,507,39,740,638,290]
PFE,[811,980,321,301,419,6,182,685]
PCG,[902,274,308,630,384,579,520,2]
PM,[937,999,196,156,861,764,374,959]
PSX,[415,997,592,56,686,764,517,883]
PNW,[331,321,797,509,361,34,515,853]
PXD,[390,877,789,502,547,198,830,943]
PNC,[104,841,166,519,891,675,753,758]
RL,[957,910,151,613,849,109,434,620]
PPG,[582,798,412,454,174,97,978,664]
PPL,[132,273,778,363,921,138,114,7]
PX,[576,848,283,342,888,805,431,472]
PCLN,[423,969,617,800,551,722,510,46]
PFG,[902,388,63,808,948,89,306,960]
PG,[223,818,234,406,888,483,306,900]
PGR,[100,525,727,695,511,120,679,164]
PLD,[254,662,669,257,891,862,883,49]
PRU,[305,333,803,28,31,827,638,829]
PEG,[639,715,363,965,260,537,254,489]
PSA,[105,538,966,420,72,911,544,233]
PHM,[819,733,950,662,81,916,218,176]
PVH,[75,872,50,898,216,802,348,863]
QRVO,[666,205,113,730,209,147,149,454]
PWR,[147,847,748,759,417,151,133,465]
QCOM,[548,785,178,252,499,879,655,338]
DGX,[949,3,629,617,748,460,516,586]
RRC,[181,639,757,309,912,38,444,193]
RJF,[854,831,926,193,31,976,293,648]
RTN,[510,882,947,558,676,724,922,693]
O,[204,117,414,864,955,974,149,677]
RHT,[667,289,237,320,334,835,724,984]
REG,[884,728,319,176,486,809,146,434]
REGN,[734,394,128,177,370,990,682,726]
RF,[355,131,348,66,90,335,450,517]
RSG,[89,283,475,381,901,14,948,317]
RAI,[810,166,436,603,667,488,356,503]
RHI,[845,170,380,223,490,268,936,112]
ROK,[313,967,560,107,952,954,961,283]
COL,[811,514,969,307,502,830,561,290]
ROP,[234,478,999,681,844,903,956,994]
ROST,[639,180,437,220,760,310,716,625]
RCL,[415,10,291,875,30,702,341,383]
R,[827,711,719,716,522,984,709,17]
CRM,[11,125,537,431,735,861,667,457]
SCG,[667,121,262,215,949,944,969,791]
SLB,[821,69,203,912,49,187,162,358]
SNI,[748,853,283,729,875,986,129,474]
STX,[69,561,344,289,884,271,603,221]
SEE,[952,611,179,786,789,812,296,659]
SRE,[423,444,967,429,928,346,664,18]
SHW,[477,427,250,828,716,133,166,201]
SIG,[511,996,910,865,154,236,407,10]
SPG,[348,78,978,80,875,341,28,494]
SWKS,[228,222,981,524,644,267,880,236]
SLG,[932,288,891,129,208,620,425,974]
SNA,[794,847,909,539,831,490,397,408]
SO,[887,367,744,763,970,179,796,694]
LUV,[128,9,40,74,150,173,279,661]
SPGI,[427,597,16,855,167,358,229,632]
SWK,[996,878,491,174,26,748,366,262]
SPLS,[37,690,498,767,788,331,563,355]
SBUX,[568,472,265,141,74,928,286,816]
STT,[445,704,99,101,776,604,967,479]
SRCL,[291,873,703,884,818,983,529,882]
SYK,[214,969,703,647,18,266,946,992]
STI,[295,832,216,158,536,347,310,664]
SYMC,[841,915,372,855,480,707,297,619]
SYF,[32,578,513,484,66,704,527,535]
SNPS,[210,985,302,897,922,326,547,684]
SYY,[818,837,663,246,475,917,748,147]
TROW,[491,247,426,877,450,18,65,200]
TGT,[262,860,80,289,524,592,102,443]
TEL,[694,294,165,406,531,954,323,500]
FTI,[704,958,296,973,401,656,868,806]
TGNA,[204,754,233,55,742,291,134,521]
TDC,[99,29,247,4,450,115,963,71]
TSO,[443,699,259,130,516,271,572,452]
TXN,[260,179,764,883,389,224,400,769]
TXT,[154,515,340,611,760,485,536,964]
TMO,[172,65,709,472,242,106,413,567]
TIF,[888,860,766,769,272,736,694,833]
TWX,[971,757,545,706,545,755,788,100]
TJX,[661,833,198,978,144,473,335,430]
TMK,[417,872,573,351,425,1,355,26]
TSS,[919,369,626,657,443,702,835,638]
TSCO,[74,560,831,335,300,941,339,439]
TDG,[720,674,581,190,560,832,832,938]
RIG,[595,93,513,676,466,210,142,963]
TRV,[483,440,190,463,890,40,926,859]
TRIP,[673,565,767,217,361,764,999,882]
FOXA,[406,729,388,374,743,224,243,368]
FOX,[99,540,915,307,832,400,587,175]
TSN,[266,220,446,662,12,591,836,296]
UDR,[375,906,377,541,318,642,27,574]
ULTA,[635,504,126,895,105,202,893,954]
USB,[250,286,997,205,199,808,448,756]
UA,[449,596,975,203,607,76,830,866]
UAA,[370,782,600,53,66,56,864,941]
UNP,[845,617,761,764,102,274,949,428]
UAL,[642,366,978,575,371,867,16,210]
UNH,[461,154,704,790,266,726,642,9]
UPS,[459,377,953,318,625,792,309,218]
URI,[550,339,897,470,900,703,40,560]
UTX,[924,801,317,870,390,950,424,464]
UHS,[171,948,355,750,105,964,650,294]
UNM,[348,45,172,911,612,359,390,207]
VFC,[195,697,807,489,696,203,824,726]
VLO,[383,452,476,291,106,634,655,117]
VAR,[826,46,696,114,67,93,976,987]
VTR,[569,308,25,625,437,778,453,737]
VRSN,[455,104,244,364,948,24,567,348]
VRSK,[449,345,918,75,251,959,899,395]
VZ,[458,856,48,747,525,138,621,497]
VRTX,[732,338,625,702,28,487,548,385]
VIAB,[781,186,966,9,51,84,711,651]
V,[197,505,104,178,455,201,999,10]
VNO,[634,721,718,230,329,78,613,560]
VMC,[56,74,411,147,589,79,668,477]
WMT,[621,267,808,337,846,598,113,827]
WBA,[267,781,721,224,153,701,933,874]
DIS,[229,347,758,969,731,299,243,26]
WM,[842,396,926,808,541,753,83,888]
WAT,[68,189,264,724,8,638,50,445]
WEC,[182,158,515,776,569,514,354,258]
WFC,[688,410,559,82,721,723,617,383]
HCN,[470,638,660,199,424,723,787,647]
WDC,[949,552,903,687,697,297,966,584]
WU,[276,349,977,195,554,856,691,229]
WRK,[475,38,671,704,164,234,271,479]
WY,[975,970,421,25,929,715,423,248]
WHR,[804,671,521,717,80,139,240,856]
WFM,[979,395,618,473,205,646,651,716]
WMB,[929,916,377,35,384,488,857,486]
WLTW,[134,921,453,842,394,18,782,186]
WYN,[162,500,758,886,620,923,644,162]
WYNN,[513,847,619,264,918,957,542,308]
XEL,[305,418,771,609,583,338,472,106]
XRX,[728,921,872,549,212,385,646,145]
XLNX,[453,865,627,996,820,424,160,792]
XL,[571,137,890,599,109,9,489,246]
XYL,[570,519,450,660,408,147,444,365]
YHOO,[443,305,503,789,156,800,616,963]
YUM,[970,713,307,761,579,913,476,226]
ZBH,[220,825,153,774,156,373,833,274]
ZION,[587,54,150,231,191,161,617,295]
ZTS,[882,450,193,49,301,789,413,422]
